name,supplier,supplierid,smiles,molclass,amount,unit,platebarcode,samplebarcode
ZINC00001677,DrugBank-approved,DB00170,CC1=CC(=O)c2ccccc2C1=O,hts,185,mg,x1,10000185
ZINC00001681,Toronto Research Chemicals,M223900,CCOC(=O)C1(CC[NH+](CC1)C)c2ccccc2,hts,186,mg,x1,10000186
ZINC00001688,Sigma Aldrich (Building Blocks),A79809|ALDRICH,c1cc(c(cc1N)C(=O)[O-])O,hts,187,mg,x1,10000187
ZINC00001695,Enamine BB Make on Demand,BBV-182910,C[C@@H]([C@@H](c1cccc(c1)O)O)[NH3+],hts,188,mg,x1,10000188
ZINC00001712,Alfa-Aesar,A14289,COC(=O)c1ccc(cc1)O,hts,189,mg,x1,10000189
ZINC00001717,Otava BB Make-to-order,3360139,CN1c2ccccc2Sc3c1cc(cc3)CC(=O)[O-],hts,190,mg,x1,10000190
ZINC00001728,Prestwick Chemical,Prestw-904,CC(C)(c1cccnc1)C(=O)c2cccnc2,hts,191,mg,x1,10000191
ZINC00001732,ChemMol,97900860,Cc1[nH+]cc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,hts,192,mg,x1,10000192
ZINC00001735,Selleck Chemicals,Minoxidil,c1c([n+](c(nc1N2CCCCC2)N)[O-])N,hts,193,mg,x1,10000193
ZINC00001748,ChemMol,98000236,c1ccc(cc1)COc2ccc(cc2)O,hts,194,mg,x1,10000194
ZINC00001758,ShangHai Biochempartner,BCP9000765,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)[O-])O)C(=O)OC2,hts,195,mg,x1,10000195
ZINC00001773,AK Scientific,69206,c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CC[NH+]4CC6CC6)[C@@H](O2)C(=O)CC5)O)O,hts,196,mg,x1,10000196
ZINC00001792,Ambinter Natural Products,Ambmdy01500428,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,hts,197,mg,x1,10000197
ZINC00001795,AnalytiCon Discovery NP,NP-008977,c1cc(cnc1)C(=O)[O-],hts,198,mg,x1,10000198
ZINC00001798,Molport,MolPort-003-849-375,C[NH+]1CCC[C@@H]1c2cccnc2,hts,199,mg,x1,10000199
ZINC00001799,Enamine BB Make on Demand,BBR-007046,c1cc(cnc1)CO,hts,200,mg,x1,10000200
ZINC00001850,Capot Chemical,18816,C[NH+](C)CC/C=C\1/c2ccccc2COc3c1cc(cc3)CC(=O)[O-],hts,201,mg,x1,10000201
ZINC00001863,ChemMol,30101246,c1ccc(cc1)c2c(oc(n2)CCC(=O)[O-])c3ccccc3,hts,202,mg,x1,10000202
ZINC00001874,Bosche Scientific,O12494,CC[NH+](CC)CCc1nc(no1)c2ccccc2,hts,203,mg,x1,10000203
ZINC00001875,BioSynth,W-108119,CCn1cc(c(=O)c2c1cc3c(c2)OCO3)C(=O)[O-],hts,204,mg,x1,10000204
ZINC00001880,FDA-approved drugs (via DSSTOX),870,C[NH+]1CC[C@]23c4c5ccc(c4O[C@@H]2C(=O)CC[C@@]3([C@H]1C5)O)O,hts,205,mg,x1,10000205
ZINC00001886,BePharm Building Blocks,B66312,CC1OC(OC(O1)C)C,hts,206,mg,x1,10000206
ZINC00001890,Zylexa Pharma BB,ZP-BB-AL001910,CCC(=O)c1ccc(cc1)O,hts,207,mg,x1,10000207
ZINC00001894,ChemDiv BuildingBlocks,BB10-8916,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH+](CC3)C)C(=O)[O-],hts,208,mg,x1,10000208
ZINC00001898,ChemMol,44010757,CC(C)(C)[NH2+]C[C@@H](COc1ccccc1C2CCCC2)O,hts,209,mg,x1,10000209
ZINC00001899,Otava BB Make-to-order,3708057,c1nc2c(=O)[nH]c(nc2n1CCC(CO)CO)N,hts,210,mg,x1,10000210
ZINC00001916,TimTec Building Blocks,SBB057962,c1ccc(cc1)CC(=O)NC(=O)N,hts,211,mg,x1,10000211
ZINC00001920,FDA-approved drugs (via DSSTOX),908,C[C@@H]1[C@H](OCC[NH+]1C)c2ccccc2,hts,212,mg,x1,10000212
ZINC00001923,FDA-approved drugs (via DSSTOX),910,c1ccc(cc1)CCNC(=[NH2+])NC(=[NH2+])N,hts,213,mg,x1,10000213
ZINC00001924,eMolecules,491416,c1ccc(cc1)NNC(=O)N,hts,214,mg,x1,10000214
ZINC00001925,eMolecules,6154372,c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],hts,215,mg,x1,10000215
ZINC00001927,Sigma Aldrich (Building Blocks),P6053|SIGMA,c1ccc(cc1)C[C@H](C(=O)[O-])[NH3+],hts,216,mg,x1,10000216
ZINC00001930,Otava BB Make-to-order,4944768,C[C@H]([C@H](c1ccccc1)O)[NH3+],hts,217,mg,x1,10000217
ZINC00001931,FDA-approved drugs (via DSSTOX),928,C[NH+](C)CCOc1ccccc1Cc2ccccc2,hts,218,mg,x1,10000218
ZINC00001950,American Custom Chemicals Corp.,API0014226,C#CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,hts,219,mg,x1,10000219
ZINC00001968,IBScreen,STOCK5S-83462,C[NH+]1CCC(=C2c3ccccc3CCc4c2ccs4)CC1,hts,220,mg,x1,10000220
ZINC00001971,FineTech,FT-0603623,c1ccc(cc1)C2=NCC(=O)N(c3c2cc(cc3)Cl)CC4CC4,hts,221,mg,x1,10000221
ZINC00001979,Toronto Research Chemicals,P734002,CCC1(C(=O)NCNC1=O)c2ccccc2,hts,222,mg,x1,10000222
ZINC00001982,APIChem,AC-2023,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)[O-],hts,223,mg,x1,10000223
ZINC00001995,FDA-approved drugs (via DSSTOX),991,Cc1ccc2c(c1)n(c(=O)nc2c3ccccc3)C(C)C,hts,224,mg,x1,10000224
ZINC00002002,Active BioPharma,756,C[NH+](C)CCN(Cc1ccc(cc1)OC)c2cccc[nH+]2,hts,225,mg,x1,10000225
ZINC00002005,Enamine BB Make on Demand,BBR-007550,c1cnc(cn1)C(=O)N,hts,226,mg,x1,10000226
ZINC00002009,APIChem,AC-8143,C[n+]1cccc(c1)OC(=O)N(C)C,hts,227,mg,x1,10000227
ZINC00002033,Aldrich CPR,PH000306|ALDRICH,CCn1c2c(c(n1)C)NC(=O)CN=C2c3ccccc3,hts,228,mg,x1,10000228
ZINC00002041,ChemMol,30103664,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,hts,229,mg,x1,10000229
ZINC00002042,Aldrich CPR,PH002852|ALDRICH,CCn1cc(c(=O)c2c1cc(cc2)c3ccncc3)C(=O)[O-],hts,230,mg,x1,10000230
ZINC00002043,ChemMol,30111033,C[NH+](C)CCO[C@H](c1ccc(cc1)Cl)c2ccccn2,hts,231,mg,x1,10000231
ZINC00002055,Sigma Aldrich (Building Blocks),860417|ALDRICH,c1ccc(c(c1)C(=O)N)O,hts,232,mg,x1,10000232
ZINC00002062,Princeton BioMolecular Research,OSSL_312307,c1ccc(c(c1)C(=O)Oc2ccccc2C(=O)[O-])O,hts,233,mg,x1,10000233
ZINC00002070,SynQuest Building Blocks,4H48-3-64,c1cc2c(cc1F)[C@@]3(CCO2)C(=O)NC(=O)N3,hts,234,mg,x1,10000234
ZINC00002086,ChemMol,44001423,CC1([C@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C,hts,235,mg,x1,10000235
ZINC00002092,DrugBank-approved,DB01298,CCn1ccc(nc1=O)NS(=O)(=O)c2ccc(cc2)N,hts,236,mg,x1,10000236
ZINC00002094,AK Scientific,H937,COc1c(ncnc1OC)[N-]S(=O)(=O)c2ccc(cc2)N,hts,237,mg,x1,10000237
ZINC00002096,FDA-approved drugs (via DSSTOX),1071,Cc1c(oc(n1)NC(=[NH2+])NS(=O)(=O)c2ccc(cc2)N)C,hts,238,mg,x1,10000238
ZINC00002097,IBScreen Bioactives,Bio-0403,COc1c(nccn1)[N-]S(=O)(=O)c2ccc(cc2)N,hts,239,mg,x1,10000239
ZINC00002098,FDA-approved drugs (via DSSTOX),1077,Cc1nc(cc(n1)OC)[N-]S(=O)(=O)c2ccc(cc2)N,hts,240,mg,x1,10000240
ZINC00002101,Ambinter,Amb1149816,c1cc(ccc1N)S(=O)(=O)N,hts,241,mg,x1,10000241
ZINC00002105,MicroSource US Drugs,01500551,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N,hts,242,mg,x1,10000242
ZINC00002114,Otava BB Make-to-order,5248142,Cc1c(noc1N(C(=O)C)S(=O)(=O)c2ccc(cc2)N)C,hts,243,mg,x1,10000243
ZINC00002119,Toronto Research Chemicals,S789500,c1cc(ccc1N2CCCCS2(=O)=O)S(=O)(=O)N,hts,244,mg,x1,10000244
ZINC00002137,NCI Plated 2007,403856,CC1(CCC(CC1)C(C)(C)O)O,hts,245,mg,x1,10000245
ZINC00002151,Alfa-Aesar,A11861,Cn1cnc2c1c(=O)[nH]c(=O)n2C,hts,246,mg,x1,10000246
ZINC00002159,APIChem,AC-5632,Cc1cn(c(=O)[nH]c1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,hts,247,mg,x1,10000247
ZINC00002165,Toronto Research Chemicals,T438327,c1ccc(c(c1)C[NH+]2CCc3c(ccs3)C2)Cl,hts,248,mg,x1,10000248
ZINC00002166,KeyOrganics Bioactives,7Z-0042,c1cc(sc1)C(=O)c2ccc(c(c2Cl)Cl)OCC(=O)[O-],hts,249,mg,x1,10000249
ZINC00002176,American Custom Chemicals Corp.,CCH0008527,CC(C)(C)[NH2+]C[C@@H](COc1c(nsn1)N2CCOCC2)O,hts,250,mg,x1,10000250
ZINC00002184,FDA-approved drugs (via DSSTOX),1140,c1cc(c(c2c1nsn2)NC3=[NH+]CCN3)Cl,hts,251,mg,x1,10000251
ZINC00002191,Amadis Chemical,A818238,Cc1ccc(cc1)C(=O)c2ccc(n2C)CC(=O)[O-],hts,252,mg,x1,10000252
ZINC00002200,ChemMol,44004276,C[NH+](C)C[C@@H]1CCCC[C@]1(c2cccc(c2)OC)O,hts,253,mg,x1,10000253
ZINC00002212,Sigma Aldrich (Building Blocks),T908|CERILLIAN,Cc1nnc2n1-c3ccc(cc3C(=NC2)c4ccccc4Cl)Cl,hts,254,mg,x1,10000254
ZINC00002226,Molport BB,MolPort-001-740-054,Cc1cc(=O)oc2c1cc3cc(oc3c2C)C,hts,255,mg,x1,10000255
ZINC00002227,AK Scientific,N001,Cc1ccc(cc1)/C(=C/C[NH+]2CCCC2)/c3ccccn3,hts,256,mg,x1,10000256
ZINC00002232,AK Scientific,69475,Cc1ccc(c(c1)OCC2=[NH+]CCN2)C(C)C,hts,257,mg,x1,10000257
ZINC00002234,Tetrahedron Building Blocks,30711,c1cc(ccc1C[C@H](C(=O)[O-])[NH3+])O,hts,258,mg,x1,10000258
ZINC00002235,DrugBank-approved,DB00791,c1c(c(=O)[nH]c(=O)[nH]1)N(CCCl)CCCl,hts,259,mg,x1,10000259
ZINC00002238,Sigma Aldrich (Building Blocks),V3640|SIGMA,CCCC(CCC)C(=O)N,hts,260,mg,x1,10000260
ZINC00002264,AK Scientific,70547,C[NH+](C)CCOC1=Cc2ccccc2Sc3c1cc(cc3)Cl,hts,261,mg,x1,10000261
ZINC00002266,FDA-approved drugs (via DSSTOX),280,c1ccc(cc1)C2(C[C@H]2C3=[NH+]CCN3)c4ccccc4,hts,262,mg,x1,10000262
ZINC00002272,Sigma Aldrich (Building Blocks),K2000000|FLUKA,C[C@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)[O-],hts,263,mg,x1,10000263
ZINC00002273,Ambinter Natural Products,Ambmdy01500390,CC(C)[NH2+]C[C@@H](c1cc(cc(c1)O)O)O,hts,264,mg,x1,10000264
ZINC00002276,FDA-approved drugs (via DSSTOX),165,Cc1ccc(c(c1)OC[C@@H](C[NH2+]C(C)(C)C)O)Cl,hts,265,mg,x1,10000265
ZINC00002278,FDA-approved drugs (via DSSTOX),648,C[NH2+][C@]1(CCCCC1=O)c2ccccc2Cl,hts,266,mg,x1,10000266
ZINC00002279,ChemMol,44010624,c1ccc(cc1)C(=O)c2ccc3n2CC[C@H]3C(=O)[O-],hts,267,mg,x1,10000267
ZINC00002281,Sequoia Research Products,23031-32-5,CC(C)(C)[NH2+]C[C@H](c1cc(cc(c1)O)O)O,hts,268,mg,x1,10000268
ZINC00002282,Prestwick Chemical,Prestw-496,C[C@H](c1ccc(s1)C(=O)c2ccccc2)C(=O)[O-],hts,269,mg,x1,10000269
ZINC00002283,ChemMol,30105064,Cc1cccc(c1NC(=O)[C@H](C)[NH3+])C,hts,270,mg,x1,10000270
ZINC00002647,Bosche Scientific,I0939,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)[O-],hts,271,mg,x1,10000271
ZINC00003642,ChemMol,30104620,CCc1cccc2c1[nH]c3c2CCO[C@]3(CC)CC(=O)[O-],hts,272,mg,x1,10000272
ZINC00003649,Ambinter Natural Products,Ambmdy01500233,C[NH+]1CC[C@@]23CCCC[C@H]2[C@@H]1Cc4c3cc(cc4)OC,hts,273,mg,x1,10000273
ZINC00003723,Bosche Scientific,A6231,C=CCN(c1c(cccc1Cl)Cl)C2=[NH+]CCN2,hts,274,mg,x1,10000274
ZINC00003742,Scientific Exchange (make on demand),K-010906,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH2+]CC3)C(=O)[O-],hts,275,mg,x1,10000275
ZINC00003837,ChemMol,30107390,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC3OCCO3,hts,276,mg,x1,10000276
ZINC00003865,FDA-approved drugs (via DSSTOX),309,COC(=O)[C@H](c1ccccc1Cl)[NH+]2CCc3c(ccs3)C2,hts,277,mg,x1,10000277
ZINC00003876,ChemMol,30106757,Cc1ccc(cc1)c2c(n3cc(ccc3n2)C)CC(=O)N(C)C,hts,278,mg,x1,10000278
ZINC00003911,Prestwick Chemical,Prestw-352,C[C@H](CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,hts,279,mg,x1,10000279
ZINC00004009,IBScreen BuildingBlocks,BB_SC-4645,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,hts,280,mg,x1,10000280
ZINC00004028,Amadis Chemical,A844177,CCC[NH+](CCc1cccs1)[C@H]2CCc3c(cccc3O)C2,hts,281,mg,x1,10000281
ZINC00004076,Toronto Research Chemicals,N378730,CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CC[NH+](CC3)C,hts,282,mg,x1,10000282
ZINC00004166,Pharmeks,PHAR225145,CC(C)[NH2+]C[C@H](c1ccc(cc1)NS(=O)(=O)C)O,hts,283,mg,x1,10000283
ZINC00004227,Ryan Scientific BB,LT00452011,CC[NH+](CC)[C@@H](C)CN1c2ccccc2Sc3c1cccc3,hts,284,mg,x1,10000284
ZINC00004234,TimTec Building Blocks,SBB056343,CC(C)c1c(c2ccccn2n1)C(=O)C(C)C,hts,285,mg,x1,10000285
ZINC00004319,DrugBank-approved,DB00598,C[C@H](CCc1ccccc1)[NH2+]C[C@@H](c2ccc(c(c2)C(=O)N)O)O,hts,286,mg,x1,10000286
ZINC00004321,Ambinter,Amb1159441,c1ccc2c(c1)c(no2)CS(=O)(=O)N,hts,287,mg,x1,10000287
ZINC00004351,ChemMol,30112846,C[NH+]1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1,hts,288,mg,x1,10000288
ZINC00004413,Molport,MolPort-009-194-215,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)[NH+](C)C,hts,289,mg,x1,10000289
ZINC00004448,APIChem,AC-667,Cc1[nH+]ccn1C[C@H]2CCc3c(c4ccccc4n3C)C2=O,hts,290,mg,x1,10000290
ZINC00004508,FDA-approved drugs (via DSSTOX),1146,Cc1ccc(cc1)C(=O)c2cc(c(c(c2)O)[O-])[N+](=O)[O-],hts,291,mg,x1,10000291
ZINC00004677,Vitas-M,STK588109,C[NH2+][C@@H]1CC[C@@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl,hts,292,mg,x1,10000292
ZINC00004724,Zylexa Pharma BB,ZP-BB-AL004550,c1ccc2c(c1)CC(=O)c3ccccc3N2C(=O)N,hts,293,mg,x1,10000293
ZINC00004759,ChemMol,97900788,CC(C)C[C@H](C1(CCC1)c2ccc(cc2)Cl)[NH+](C)C,hts,294,mg,x1,10000294
ZINC00004760,MicroSource Pharmakon,01500507,c1ccc(cc1)[C@](CC[NH+]2CCCC2)(C3CCCCC3)O,hts,295,mg,x1,10000295
ZINC00004778,ChemMol,30103313,Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,hts,296,mg,x1,10000296
ZINC00004785,ChemMol,2100000,c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,hts,297,mg,x1,10000297
ZINC00004840,Sigma Aldrich (Building Blocks),L5025|SIGMA,Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F,hts,298,mg,x1,10000298
ZINC00004942,eMolecules,535640,CC(C)(C(=O)[O-])Oc1ccc(cc1)[C@H]2CC2(Cl)Cl,hts,299,mg,x1,10000299
ZINC00004949,Sequoia Research Products,60142-96-3,C1CCC(CC1)(CC(=O)[O-])C[NH3+],hts,300,mg,x1,10000300
ZINC00005151,AK Scientific,X7263,CCC[NH+](CCc1cccs1)[C@@H]2CCc3c(cccc3O)C2,hts,301,mg,x1,10000301
ZINC00005152,ChemMol,44010729,CC(C)C[C@@H](CC(=O)[O-])C[NH3+],hts,302,mg,x1,10000302
ZINC00005191,ChemMol,30104673,COc1cc(c(c(c1)OC)C(=O)CCC[NH+]2CCCC2)OC,hts,303,mg,x1,10000303
ZINC00005298,Ark Pharm Building Blocks,AK-47834,C[NH+](C)CCc1c[nH]c2c1cc(cc2)C[C@@H]3COC(=O)N3,hts,304,mg,x1,10000304
ZINC00005560,Cayman Chemical,10006661,C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)[O-],hts,305,mg,x1,10000305
ZINC00005626,Angene Building Blocks,AG-F-02976,C[C@H](C1=[NH+]CCN1)Oc2c(cccc2Cl)Cl,hts,306,mg,x1,10000306
ZINC00005823,Prestwick Chemical,Prestw-1030,Cc1cccc(c1)Nc2cc[nH+]cc2S(=O)(=O)/N=C(/NC(C)C)\[O-],hts,307,mg,x1,10000307
ZINC00005878,Ryan Scientific BB,AC-907/25014114,c1cc(cnc1)C(=O)N,hts,308,mg,x1,10000308
ZINC00005895,BePharm Building Blocks,B150466,C[NH+](C)CCc1c[nH]c2c1cc(cc2)Cn3cncn3,hts,309,mg,x1,10000309
ZINC00005959,FDA-approved drugs (via DSSTOX),309,COC(=O)[C@@H](c1ccccc1Cl)[NH+]2CCc3c(ccs3)C2,hts,310,mg,x1,10000310
ZINC00006016,Selleck Chemicals,Venlafaxine-hydrochloride,C[NH+](C)C[C@H](c1ccc(cc1)OC)C2(CCCCC2)O,hts,311,mg,x1,10000311
ZINC00006156,ChemMol,44003992,c1ccc(cc1)C(c2ccccc2)[S@](=O)CC(=O)N,hts,312,mg,x1,10000312
ZINC00006157,Molport,MolPort-005-940-901,c1ccc2c(c1)Cc3ccccc3N4[C@@H]2C[NH+]=C4N,hts,313,mg,x1,10000313
ZINC00006300,ChemMol,44004091,CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,hts,314,mg,x1,10000314
ZINC00006310,Vitas-M BB,BBL002412,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,hts,315,mg,x1,10000315
ZINC00006427,Sigma Aldrich (Building Blocks),D9900|FLUKA,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,hts,316,mg,x1,10000316
ZINC00006481,Oakwood Chemical,004026,c1cc2c(cc1OC(F)(F)F)sc(n2)N,hts,317,mg,x1,10000317
ZINC00006923,Amadis Chemical,A845907,CCOc1ccccc1O[C@@H](c2ccccc2)[C@@H]3C[NH2+]CCO3,hts,318,mg,x1,10000318
ZINC00007455,Pharmeks,PHAR244735,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,hts,319,mg,x1,10000319
ZINC00007563,Toronto Research Chemicals,L474700,Cc1ccc(c(c1)CC(=O)[O-])Nc2c(cccc2Cl)F,hts,320,mg,x1,10000320
ZINC00007601,Tractus,TR-008568,CC(C)(C)[NH2+]C[C@@H](c1ccc(c(c1)CO)O)O,hts,321,mg,x1,10000321
ZINC00008496,Tractus,RT-012471,C[NH2+][C@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,hts,322,mg,x1,10000322
ZINC00008667,Bosche Scientific,F6675,C[C@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],hts,323,mg,x1,10000323
ZINC00008699,Tractus,RT-011983,C[C@H]1O[C@@]2(C[NH+]3CCC2CC3)CS1,hts,324,mg,x1,10000324
ZINC00009073,TimTec Make-on-Demand,ST45026327,C[NH+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,hts,325,mg,x1,10000325
ZINC00009342,Amadis Chemical,A844583,C[NH+](C)C[C@H](c1ccc(cc1)O)C2(CCCCC2)O,hts,326,mg,x1,10000326
ZINC00009689,American Custom Chemicals Corp.,API0003518,CC(C)C1CCC(CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)[O-],hts,327,mg,x1,10000327
ZINC00010163,Sigma Aldrich (Building Blocks),SML0007|SIGMA,C[C@@H]1O[C@]2(C[NH+]3CCC2CC3)CS1,hts,328,mg,x1,10000328
ZINC00010164,AK Scientific,X6142,C[C@H]1O[C@]2(C[NH+]3CCC2CC3)CS1,hts,329,mg,x1,10000329
ZINC00010402,DrugBank-approved,DB00420,C[NH+](C)CCCN1c2ccccc2Sc3c1cccc3,hts,330,mg,x1,10000330
ZINC00011012,PBMR Labs,PS_1254412,c1ccc(cc1)C(=O)c2ccc3n2CC[C@@H]3C(=O)[O-],hts,331,mg,x1,10000331
ZINC00012342,American Custom Chemicals Corp.,API0009153,C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,hts,332,mg,x1,10000332
ZINC00012346,IBScreen Bioactives,Bio-0652,c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,hts,333,mg,x1,10000333
ZINC00013156,MicroSource US Drugs,01505610,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,hts,334,mg,x1,10000334
ZINC00013347,Otava BB Make-to-order,5248126,CCC(=O)N(c1ccccn1)[C@H](C)C[NH+]2CCCCC2,hts,335,mg,x1,10000335
ZINC00014007,Matrix Scientific,058293,CC(C)[NH2+]C[C@H](COc1ccc(cc1)CC(=O)N)O,hts,336,mg,x1,10000336
ZINC00014037,Sigma Aldrich (Building Blocks),M145|CERILLIAN,CCN(CC)C(=O)[C@@]1(C[C@@H]1C[NH3+])c2ccccc2,hts,337,mg,x1,10000337
ZINC00014257,ChemMol,30105026,C[C@@]1(CC(=O)N(C1=O)C)c2ccccc2,hts,338,mg,x1,10000338
ZINC00014360,ShangHai Biochempartner,BCP9001084,CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CC[NH+](C)C,hts,339,mg,x1,10000339
ZINC00014864,ChemMol,30103063,C[C@@H](c1c(cncn1)F)[C@](Cn2cncn2)(c3ccc(cc3F)F)O,hts,340,mg,x1,10000340
ZINC00016827,Amadis Chemical,A810973,c1ccc2c(c1)c(c3c([nH+]2)CCCC3)N,hts,341,mg,x1,10000341
ZINC00016956,Frontier Scientific Services,170000215,c1c(c(=O)[nH]c(=O)n1[C@@H]2CCCO2)F,hts,342,mg,x1,10000342
ZINC00018079,Enamine BB Make on Demand,BBV-182910,C[C@H]([C@H](c1cccc(c1)O)O)[NH3+],hts,343,mg,x1,10000343
ZINC00018087,Oakwood Chemical,213494,C[NH+](C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N3CCCC3,hts,344,mg,x1,10000344
ZINC00018635,FDA-approved drugs (via DSSTOX),541,C[NH2+][C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,hts,345,mg,x1,10000345
ZINC00020220,AK Scientific,470203,c1c2c(cc(c1F)N3CC[NH2+]CC3)n(cc(c2=O)C(=O)[O-])C4CC4,hts,346,mg,x1,10000346
ZINC00020221,FineTech,FT-0629765,CC(=O)CCc1ccc2cc(ccc2c1)OC,hts,347,mg,x1,10000347
ZINC00020223,DrugBank-approved,DB00469,CN1[C@H](C(=O)c2c(ccs2)S1(=O)=O)C(=O)Nc3ccccn3,hts,348,mg,x1,10000348
ZINC00020228,Cayman Chemical,10010679,C[C@@H](C(=O)c1cccc(c1)Cl)[NH2+]C(C)(C)C,hts,349,mg,x1,10000349
ZINC00020229,ChemMol,30101983,CC[NH+]1CCC[C@@H]1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N,hts,350,mg,x1,10000350
ZINC00020230,Capot Chemical,17436,CC(C)(C)[NH2+]C[C@H](c1ccc(c(c1)CO)O)O,hts,351,mg,x1,10000351
ZINC00020235,ChemMol,44006599,C[C@@H](c1ccc2c3cc(ccc3[nH]c2c1)Cl)C(=O)[O-],hts,352,mg,x1,10000352
ZINC00020237,Aronis BB Make-on-demand,BLOCK43048,CC[NH+](CC)CC(=O)Nc1c(cccc1C)C,hts,353,mg,x1,10000353
ZINC00020240,Amadis Chemical,A821056,CC(C)[NH2+]C[C@H](COc1cccc2c1cccc2)O,hts,354,mg,x1,10000354
ZINC00020241,BioSynth,W-105113,Cc1cccc(c1C)Nc2ccccc2C(=O)[O-],hts,355,mg,x1,10000355
ZINC00020242,Toronto Research Chemicals,P274290,C[C@@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O,hts,356,mg,x1,10000356
ZINC00020243,TimTec Make-on-Demand,ST51014978,c1cc(c(cc1c2ccc(cc2F)F)C(=O)[O-])O,hts,357,mg,x1,10000357
ZINC00020244,AK Scientific,70867,C[NH+](C)CCOC(c1ccccc1)c2ccccc2,hts,358,mg,x1,10000358
ZINC00020245,Sigma Aldrich (Building Blocks),I8508|SIGMA,C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,hts,359,mg,x1,10000359
ZINC00020246,Amadis Chemical,A837057,C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)OC)C[NH+](C)C,hts,360,mg,x1,10000360
ZINC00020248,Prestwick Chemical,269,C[NH+](C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,hts,361,mg,x1,10000361
ZINC00020249,Sequoia Research Products,897-15-4,C[NH+](C)CC/C=C/1\c2ccccc2CSc3c1cccc3,hts,362,mg,x1,10000362
ZINC00020250,APIChem,AC-15939,C[C@@H](CN1c2ccccc2Sc3c1cccc3)[NH+](C)C,hts,363,mg,x1,10000363
ZINC00020251,IBScreen,STOCK4S-00358,Cc1ccc(cc1)N(CC2=[NH+]CCN2)c3cccc(c3)O,hts,364,mg,x1,10000364
ZINC00020252,Molport BB,MolPort-003-666-344,C[C@H](Cc1ccc(cc1)O)[NH2+]C[C@H](c2cc(cc(c2)O)O)O,hts,365,mg,x1,10000365
ZINC00020253,Toronto Research Chemicals,C427502,c1ccc2c(c1)C(=O)N[C@]2(c3ccc(c(c3)S(=O)(=O)N)Cl)O,hts,366,mg,x1,10000366
ZINC00020255,Amadis Chemical,A830691,C[C@](Cc1ccc(c(c1)O)O)(C(=O)[O-])[NH3+],hts,367,mg,x1,10000367
ZINC00020257,ChemMol,30113518,Cc1cccc(c1OC[C@@H](C)[NH3+])C,hts,368,mg,x1,10000368
ZINC00020259,TimTec Make-on-Demand,ST51038173,C[C@@H]([C@H](c1ccccc1)O)[NH2+]C,hts,369,mg,x1,10000369
